input_name,normalized_name,medical_store_id
PAYAL MEDICINES AMIN MARG,payal medicines amin marg,a9372b01-022c-43a9-a971-61ffcceba42b
"PAYAL MEDICINES AMIN MARG, RAJKOT, RAJKOT",payal medicines amin marg rajkot rajkot,23ddd82c-c6c2-4e34-8336-2c9104ddbc17
"PAYAL MEDICINES [DT] AMIN, RAJKOT, RAJKOT",payal medicines dt amin rajkot rajkot,3bea3654-aac7-4bf8-80a2-0dbe1bf3f5e6
"PHARMA WORLD INDIRA CIRCLE 6, RAJKOT, RAJKOT",pharma world indira circle 6 rajkot rajkot,d52196da-aade-4f39-baf0-60ae8f826086
"PHARMA WORLD NANA MAVA, RAJKOT, RAJKOT",pharma world nana mava rajkot rajkot,cdf2ee9e-38c5-43b5-9a86-25aa10cd6e64
"PHARMAWORLD [CT] IC BRANCH, RAJKOT, RAJKOT",pharmaworld ct ic branch rajkot rajkot,b15b4683-b01d-49f6-bae0-0b6557d976ac
"PHARMAWORLD [CT] MAVDI, RAJKOT, RAJKOT",pharmaworld ct mavdi rajkot rajkot,f3853793-f6cb-4b87-8a8f-9df7ed89a6a8
"PHARMAWORLD i.c.branch uni.rod, RAJKOT, RAJKOT",pharmaworld i c branch uni rod rajkot rajkot,3fa4143a-ca11-49dc-8d69-b4a7b5582092
"POOJA MEDICINES [CT]S.T., RAJKOT, RAJKOT",pooja medicines ct s t rajkot rajkot,81aee18c-57a6-42d1-acfa-6cd151b077c4
"POOJA MEDICINES kevdavadi, RAJKOT, RAJKOT",pooja medicines kevdavadi rajkot rajkot,3e6f818d-1d98-497a-9d2f-ed6d8234c724
"POOJA MEDICINES, RAJKOT, RAJKOT",pooja medicines rajkot rajkot,be7879f7-e0a9-4be0-a2b2-8f23587580e4
"PRAMUKH MEDICAL [CT] GOVARDHAN, RAJKOT, RAJKOT",pramukh medical ct govardhan rajkot rajkot,abc0c8ce-7cc6-4e2b-88c0-26b680c67926
"PRAMUKH MEDICAL- GOVERDHAN CHOK, RAJKOT, RAJKOT",pramukh medical goverdhan chok rajkot rajkot,0a2560e8-dfc5-4703-a650-066a513b4aa6
"PRANALI MEDICINES 2, RAJKOT, RAJKOT",pranali medicines 2 rajkot rajkot,90d8b4d8-f89c-41b1-90b8-26096341eb5a
PRANALI MEDICINES 560,pranali medicines 560,fc272152-d815-4919-acd7-ea945bacca29
"PRANALI MEDICINES [CT] BNC, RAJKOT, RAJKOT",pranali medicines ct bnc rajkot rajkot,a4d25be2-9c03-4acf-a6d9-07f4829c7675
"PRANALI MEDICINES bhaktingr, RAJKOT, RAJKOT",pranali medicines bhaktingr rajkot rajkot,a76bc6aa-27d2-4894-8668-4f68fb8fea01
"PRATHAM MEDICINES, RAJKOT, RAJKOT",pratham medicines rajkot rajkot,5691c753-df10-4472-bf20-2fd2da904d59
"PRAVIN M STORE [DT] S.T., RAJKOT, RAJKOT",pravin m store dt s t rajkot rajkot,17d4fda2-5f0d-493d-b79a-a70c30eec1d3
"PRAVIN MEDICAL STORE- KENAL ROD, RAJKOT, RAJKOT",pravin medical store kenal rod rajkot rajkot,f10b61ee-2c2e-42bf-95da-3f3d74f5a6a6
"PRAYOSHA MEDICINES [CT] K.R, RAJKOT, RAJKOT",prayosha medicines ct k r rajkot rajkot,fb7011d8-d42a-4f9f-89f0-2aeb7bdac2e2
"PRIME PHARMACY- MAVDI -2, RAJKOT, RAJKOT",prime pharmacy mavdi 2 rajkot rajkot,5ebc1f1c-6620-4596-a941-71f35baee8df
"PRINCE MEDICAL STORE - RAIYA, RAJKOT, RAJKOT",prince medical store raiya rajkot rajkot,30931b54-0bc7-4feb-9eff-4305da3c19da
"PULSE PHARMACY - RAIYA, RAJKOT, RAJKOT",pulse pharmacy raiya rajkot rajkot,fc04f2bc-4dd8-4433-ab6c-d2c3a9722e3a
PURUSHOTTAM MEDICAL & INSTRUMENT,purushottam medical instrument,a6b7f916-7630-46e9-8774-2f5683948f99
"RADHE PHARMACY [CT] MAVDI, RAJKOT, RAJKOT",radhe pharmacy ct mavdi rajkot rajkot,90f5f442-f2d7-4730-9275-cc08e6f0b98f
"RAGHAV MEDI STORE [CT] MO.ROAD, RAJKOT, RAJKOT",raghav medi store ct mo road rajkot rajkot,95049045-ecef-4a0f-b242-dac1969a9770
"RAGHAV MEDI.STORES-MORBIROD, RAJKOT, RAJKOT",raghav medi stores morbirod rajkot rajkot,bb8229bf-e95f-4a88-9052-04ad31ede608
"RAGHAV MEDICINES 7, RAJKOT, RAJKOT",raghav medicines 7 rajkot rajkot,b5b6e66a-03bd-492c-96ff-f2e773fdfee7
"RAGHAV MEDICINES [CT] S.V, RAJKOT, RAJKOT",raghav medicines ct s v rajkot rajkot,d27191ce-8942-4864-b315-a5c8f091a2c4
"RAGHUNATH M STORE [CT] RAIYA, RAJKOT, RAJKOT",raghunath m store ct raiya rajkot rajkot,8b65d2e9-7148-493c-b038-ff6f01d37669
"RAGHUNATH M.STORE raiyaroad, RAJKOT, RAJKOT",raghunath m store raiyaroad rajkot rajkot,d72db89f-6528-4e05-8875-7717480ecefa
"RAGHUNATH MEDICAL STORES 7, RAJKOT, RAJKOT",raghunath medical stores 7 rajkot rajkot,5657f78b-6666-4c23-9c96-298befb02fa9
"RAHAT GENERIC MEDICAL STORE 1, RAJKOT, RAJKOT",rahat generic medical store 1 rajkot rajkot,e5e19462-3de3-49a7-85e0-e0a43d58cc56
"RAHAT MED STORES [CT] MAVDI, RAJKOT, RAJKOT",rahat med stores ct mavdi rajkot rajkot,b841f300-703b-43a5-98be-904a7c537b09
"RAHAT MEDICAL [CT] MAYANI, RAJKOT, RAJKOT",rahat medical ct mayani rajkot rajkot,f398a17d-72f5-4d41-b93f-f02551bdb45f
"RAJ MED STORE [CT] KO.RO, RAJKOT, RAJKOT",raj med store ct ko ro rajkot rajkot,9e5d6e60-4d38-478e-9dd1-19a87b0a6b43
RAJ MEDICAL CENTER BEDI PARA,raj medical center bedi para,e8f7b22b-08c4-4587-955c-834d0ca8009d
RAJ PHARMACY 907,raj pharmacy 907,9300aa76-c8c2-49a6-95a3-ee91087f2a75
"RAJDEEP MED.STO. mavdi rajngr, RAJKOT, RAJKOT",rajdeep med sto mavdi rajngr rajkot rajkot,50dbfe61-2719-42a7-8893-1c8ededffd1f
"RAJESH MED.STORE pedakroad, RAJKOT, RAJKOT",rajesh med store pedakroad rajkot rajkot,102b57ee-6651-4e67-920f-69e3f62c16b0
"RAJKOT PHARMACY [CT] S.K., RAJKOT, RAJKOT",rajkot pharmacy ct s k rajkot rajkot,b116bb1a-09d4-4bca-aad6-b2638a7c51f5
"RAM MEDI. & GEN. STORE-RAIL NAGAR, RAJKOT, RAJKOT",ram medi gen store rail nagar rajkot rajkot,06766e8d-fb4f-4543-bce9-f3128547c99c
RAM MEDICAL & GEN STOR(RAIL NAGAR),ram medical gen stor rail nagar,72ea63fc-4149-4b88-addf-e4e1c2a7941d
"RAM MEDICAL & GENRAL STORE (CT) RAIL, RAJKOT, RAJK",ram medical genral store ct rail rajkot rajk,d1fa0bc2-5f9f-4e77-9fc7-3a828e0f571f
"RAM MEDICINE, SARDHAR, SARDHAR",ram medicine sardhar sardhar,37ca6920-01e4-4ccc-959f-42d690e89b7a
"RAM MEDICINES [CT] RAIL NAGAR, RAJKOT, RAJKOT",ram medicines ct rail nagar rajkot rajkot,3ce9f447-e633-49dc-89fd-9cfd942e70c0
"RAM MEDICINES-RAILNAGAR, RAJKOT, RAJKOT",ram medicines railnagar rajkot rajkot,da2d74cc-8018-405f-bb6d-2966a53037c4
RAMESHWAR DRUG HOUSE,rameshwar drug house,8771434d-7063-4b51-a095-64b6539f45ca
RAMESHWAR MEDICAL CENTRE,rameshwar medical centre,1b64ac14-aaee-435b-a2fa-0a88591f0fa8
RAMKRUPA MEDICINES,ramkrupa medicines,818168dc-236a-4adf-993d-9500e6d15de1
"RAMKRUPA MEDICINES [CT] 150 FEET, RAJKOT, RAJKOT",ramkrupa medicines ct 150 feet rajkot rajkot,8c35f89b-0167-4634-bc4e-bac2a71a2f5b
"RAMNATH M STORE [DT] MAVDI, RAJKOT, RAJKOT",ramnath m store dt mavdi rajkot rajkot,baa045b1-ef59-49db-a73e-be587e476947
"RAMNATH MEDI.STORE MAVDI-2, RAJKOT, RAJKOT",ramnath medi store mavdi 2 rajkot rajkot,ea36d145-1595-4cf4-a1d7-07f2d8b6866f
"RAMNATH MEDICAL STORE 1, RAJKOT, RAJKOT",ramnath medical store 1 rajkot rajkot,a8bea01f-b393-4c9b-84ea-be0d82d04d16
RELIEF MEDICAL STORE(PIPALIYA),relief medical store pipaliya,392d0f77-2c27-42a7-9c0f-24451d597d10
"RIDDHI MEDICALS JYOTINAGAR, RAJKOT, RAJKOT",riddhi medicals jyotinagar rajkot rajkot,c2d7a73e-b371-4cea-889c-eff158c38827
"RIDDHI MEDICALS [CT] IOC, RAJKOT, RAJKOT",riddhi medicals ct ioc rajkot rajkot,8c692000-c291-4304-8585-bc625fed9596
"RIDHI MEDICAL STORE chunaravad, RAJKOT, RAJKOT",ridhi medical store chunaravad rajkot rajkot,efc4336c-b235-4aa7-9dde-4562d7e76bf5
"RONAK CHEMIST kotharia sahkar, RAJKOT, RAJKOT",ronak chemist kotharia sahkar rajkot rajkot,2102be21-b7ca-4910-83e6-43ea5042ba72
"RUDRA MEDICAL - MOVADI 1, RAJKOT, RAJKOT",rudra medical movadi 1 rajkot rajkot,26b1256d-9fe4-49af-b33b-24652f931b94
"RUSHIL MEDICAL [CT] MAVDI, RAJKOT, RAJKOT",rushil medical ct mavdi rajkot rajkot,6cdb0cc3-2119-4afa-9c57-996b05046725
RX A TO Z MEDICO,rx a to z medico,e1e0857c-a196-4f95-a4b4-87c657b7bec5
"RX A TO Z MEDICO- BALAJI HALL, RAJKOT, RAJKOT",rx a to z medico balaji hall rajkot rajkot,5d4c7ebd-7521-4dc7-a467-426e8447923b
"S.S.MEDICINES [CT] KO.RD., RAJKOT, RAJKOT",s s medicines ct ko rd rajkot rajkot,29f03cd4-1394-4cf5-b976-e25c02028a89
"S.V.M.ST. NA. MA., RAJKOT, RAJKOT",s v m st na ma rajkot rajkot,87270c35-0e84-415c-99c1-b203c4ff9003
"S.V.M.ST.RA. RO., RAJKOT, RAJKOT",s v m st ra ro rajkot rajkot,dc97509b-12b2-4ffe-b811-0ef194f91761
"SADBHAVANA VRUDHASHRAM M S [CT]N.M., RAJKOT, RAJKO",sadbhavana vrudhashram m s ct n m rajkot rajko,350d401f-f8f5-4e83-bd65-4556c4358990
"SADBHAVANA VRUDHASHRAM M S [DT]N.M., RAJKOT, RAJKO",sadbhavana vrudhashram m s dt n m rajkot rajko,5d45c7ed-75d1-4d3d-9444-f4029d4e9480
"SADBHAVANA VRUDHASHRAM MEDICAL STORE- RA, RAJKOT, ",sadbhavana vrudhashram medical store ra rajkot,40bd9a28-cac0-45e1-93d9-d92cd5c13437
"SADBHAVNA V.M.ST. NANA MAVA, RAJKOT, RAJKOT",sadbhavna v m st nana mava rajkot rajkot,d94d8753-f305-44d8-ba1a-577176d99015
"SADBHAVNA V.M.ST.RAIYA ROAD, RAJKOT, RAJKOT",sadbhavna v m st raiya road rajkot rajkot,fd32ea4c-184a-4e22-8011-0fbd925b090d
"SADBHAVNA VRUDHA. MED STORE (RAIYA), RAJKOT, RAJKO",sadbhavna vrudha med store raiya rajkot rajko,29a9be53-82ce-4e2f-92c4-6e821d875924
"SADBHAVNA VRUDHASHRAM MED.STORE-MAIN, RAJKOT, RAJ",sadbhavna vrudhashram med store main rajkot raj,55243064-5cf6-4e46-92f4-65e48519fa54
"SADBHAVNA VRUDHASHRAM MEDICAL STORE MAIN, , RAJKOT",sadbhavna vrudhashram medical store main rajkot,85090929-37ed-4a8a-b199-3008b6b8eee3
"SADBHAVNA VRUDHASHRAM MEDICAL STORE RA, RAJKOT, RA",sadbhavna vrudhashram medical store ra rajkot ra,6e1fe607-8ae7-465f-aa92-4fa4883c6c5d
"SADBHAVNA VRUDHASHRAM MEDICAL STORE RAI, , RAJKOT",sadbhavna vrudhashram medical store rai rajkot,59172290-69ef-4a26-b734-7e9a341a8269
"SADBHAVNA VRUDHASHRAM MEDICAL STORE RAIY, , RAJKOT",sadbhavna vrudhashram medical store raiy rajkot,d6ef81ab-494a-4a87-99f3-06386f4c7da8
"SADBHAVNA VRUDHASHRAM MEDICAL STORE(MAI, RAJKOT, R",sadbhavna vrudhashram medical store mai rajkot r,32ea4d3d-15c3-4316-b4aa-67e8f7b9cde3
"SADGURU M. STORE chunrvd, RAJKOT, RAJKOT",sadguru m store chunrvd rajkot rajkot,eb260276-634e-4fd9-946c-677a677a9063
"SADGURU MEDICINES, SHAPAR VERAVAL, SHAPAR VERAVAL",sadguru medicines shapar veraval shapar veraval,79e9e624-827d-45e9-97db-e18a472f0d54
"SADGURU MEDICINSE UNIVERCITY, RAJKOT, RAJKOT",sadguru medicinse univercity rajkot rajkot,05f912ce-7ccf-4c4d-b970-a9c8f03ca612
"SAGAR MEDICALS - MANGLA ROD, RAJKOT, RAJKOT",sagar medicals mangla rod rajkot rajkot,d54e8b26-ff09-42c2-9771-ff96d3df17ab
"SAGAR MEDICALS [CT] V.N., RAJKOT, RAJKOT",sagar medicals ct v n rajkot rajkot,af0f7285-5db3-4003-a173-13324200eb1e
"SAHKAR MED STORE, WANKANER, WANKANER",sahkar med store wankaner wankaner,95812126-eb32-4c88-81cd-c111127235ce
"SAI MEDICAL - KOTHARIYA, RAJKOT, RAJKOT",sai medical kothariya rajkot rajkot,25dfc038-11f5-4a8a-a379-f50841f3e209
"SAI MEDICAL [CT] KO.ROAD, RAJKOT, RAJKOT",sai medical ct ko road rajkot rajkot,c992fd67-fe5e-45b6-a395-9ec377ef10cd
"SAMARPAN MEDI.STORE -JUNCTION, RAJKOT, RAJKOT",samarpan medi store junction rajkot rajkot,eaf39b5e-b195-4b3e-b061-2f3350086d56
SAMARPAN MEDICAL STORE (GT ORTHO),samarpan medical store gt ortho,c9d50a82-e1d1-4044-be1a-d52f2a13b060
"SAMAY MEDICINES univ.kalavdrod, RAJKOT, RAJKOT",samay medicines univ kalavdrod rajkot rajkot,6a5531dd-adb4-4f82-9617-441a33ceb344
"SANATAN M STORE [CT]S.T., RAJKOT, RAJKOT",sanatan m store ct s t rajkot rajkot,7673a761-d06a-42ba-a1a5-223008fa161c
"SANDEEP MED STORE [CT] RAIYA, RAJKOT, RAJKOT",sandeep med store ct raiya rajkot rajkot,f3e43ef9-4129-4b01-843e-7429cec75bd0
"SANDEEP MEDI.STORE-RAIYA, RAJKOT, RAJKOT",sandeep medi store raiya rajkot rajkot,83581e2d-ffc0-40af-8bcb-ef18db8c0dc5
"SANDEEP MEDICAL STORE ( RAIYA ), RAJKOT, RAJKOT",sandeep medical store raiya rajkot rajkot,b6693616-2286-4edb-b443-e837790012ca
"SANGANI MEDICINES [CT] RAIYA ROAD, RAJKOT, RAJKOT",sangani medicines ct raiya road rajkot rajkot,528ecce8-16b4-4230-a268-c811f2893275
"SANJIVANI MEDICAL ( MAVDI ) 1, RAJKOT, RAJKOT",sanjivani medical mavdi 1 rajkot rajkot,c78880e8-c8e9-4a99-8d37-54382127f542
"SANJIVANI MEDICAL MAVDI, RAJKOT, RAJKOT",sanjivani medical mavdi rajkot rajkot,0a7eb504-dbfd-452c-8172-2d3e999d5199
"SANJIVANI MEDICINES ( KOTHARIYA GAM ), RAJKOT, RAJ",sanjivani medicines kothariya gam rajkot raj,a58d9465-011a-4fd7-bfd8-290ac6c97c31
"SANJIVANI MEDICINES [CT] KO.RD, RAJKOT, RAJKOT",sanjivani medicines ct ko rd rajkot rajkot,63331073-23ad-40b1-90b0-42a8e533ac22
"SANJIVANI MEDICINSE kothriagam, RAJKOT, RAJKOT",sanjivani medicinse kothriagam rajkot rajkot,5d1463b9-9267-4488-9f21-ef17d5dab4ba
SANKALP MEDICINES SAHAKAR(497),sankalp medicines sahakar 497,fe5ddaf5-3cca-4262-a6e4-73773ce858b0
"SANKALP MEDICINES [CT] SAHKAR, RAJKOT, RAJKOT",sankalp medicines ct sahkar rajkot rajkot,8f76ebb6-7d4c-45ce-b4d3-b752aa710613
"SANMAN MEDICINES - MAVDI, RAJKOT, RAJKOT",sanman medicines mavdi rajkot rajkot,3ba31b13-3856-4bbd-aeee-9592e01c29c7
"SANMAN MEDICINES 1, RAJKOT, RAJKOT",sanman medicines 1 rajkot rajkot,1ae9e643-ece8-4127-bd5c-8cdb56b47269
"SARDAR MEDI.STORE- ROLEX ROD, RAJKOT, RAJKOT",sardar medi store rolex rod rajkot rajkot,d04cf44b-ff3f-4081-87c3-cfb42dc819e1
SARDAR MEDICAL STORE ROLAX ROAD,sardar medical store rolax road,57f2d8e5-414f-4ba9-82a8-582b18fdc0af
"SARDAR MEDICAL STORE, RAJKOT, RAJKOT",sardar medical store rajkot rajkot,4df2d128-b839-4910-ad34-c6014dcaf6b5
"SATCIAN HEALTHCARE, RAJKOT, RAJKOT",satcian healthcare rajkot rajkot,17c94338-0750-4911-9821-168727971ff1
"SATGURU MEDIZONE [CT] S.K., RAJKOT, RAJKOT",satguru medizone ct s k rajkot rajkot,5a3bb85e-1df6-4a68-b326-807cb7468fe4
"SATNAM MEDICAL [CT] KO.RO, RAJKOT, RAJKOT",satnam medical ct ko ro rajkot rajkot,a335c1e0-8d4f-48cf-97cc-ed1a26e0da54
"SATNAM MEDICAL- KOTHARIYA, RAJKOT, RAJKOT",satnam medical kothariya rajkot rajkot,a6e7c149-8ce1-4b0e-94e4-19aff5d0eed8
SATTVA MEDICAL STORE,sattva medical store,78c6398c-25bc-41fb-8540-69fa60031abf
"SATTVA MEDICAL STORE, RAJKOT, RAJKOT",sattva medical store rajkot rajkot,d99b50b1-6c96-4166-93ea-6d15dd92a42c
"SATTVA MEDICAL STORE-MAVDI, RAJKOT, RAJKOT",sattva medical store mavdi rajkot rajkot,4ed55355-5f3a-4a1c-a142-aea122467953
"SATYAM PHARMACY - RAIYA, RAJKOT, RAJKOT",satyam pharmacy raiya rajkot rajkot,1506a5e1-249b-473a-95e9-647870b11368
"SATYAM PHARMACY [DT] RAIYA, RAJKOT, RAJKOT",satyam pharmacy dt raiya rajkot rajkot,d95a9474-dd58-48d3-bfde-f035d029a78f
"SAVAN MED STORE [CT] U.R., RAJKOT, RAJKOT",savan med store ct u r rajkot rajkot,4ebc2aa4-7ddc-4e71-bfbe-4436f62a0808
"SHAH H P THANGADH, THANGADH, THANGADH",shah h p thangadh thangadh thangadh,58ce0173-769c-4790-a99d-1fd890ae8fbb
"SHAILESH M STORE [CT] AST, RAJKOT, RAJKOT",shailesh m store ct ast rajkot rajkot,4513798d-2d71-4e96-85f4-87ce5b7c2b9e
"SHAYONA PHARMA & DISTRIBUTORS, RAJKOT, RAJKOT",shayona pharma distributors rajkot rajkot,c01fb034-a8d7-4162-a8a1-2e4de92dbd26
"SHIDHIVINAYAK PHARMACY (CT) VIRVA, RAJKOT, RAJKOT",shidhivinayak pharmacy ct virva rajkot rajkot,76b0ab94-c6b1-4769-a268-2437b2b51a11
"SHIFA MEDICAL & GENERAL STORE, RAJKOT, RAJKOT",shifa medical general store rajkot rajkot,e159c897-3016-4c27-a208-54693ab2445b
"SHIFA MEDICAL STO & GEN [CT], RAJKOT, RAJKOT",shifa medical sto gen ct rajkot rajkot,1f8d688a-9d77-400b-b90f-fb8658f46070
"SHIFA MEDICAL STORE & GENRAL, RAJKOT, RAJKOT",shifa medical store genral rajkot rajkot,6fe997d1-fc07-413b-bcb7-c3634d449222
SHIV MED & GEN STORE (KOTHARIYA),shiv med gen store kothariya,93fbe649-772f-45b7-945c-3aaad94ffef3
"SHIV MED & GEN STORE [CT] KO.RO, RAJKOT, RAJKOT",shiv med gen store ct ko ro rajkot rajkot,cfc2c9cf-c64a-42fe-80ce-d4a8debf741e
"SHIV MED STORE [DT] MAVDI, RAJKOT, RAJKOT",shiv med store dt mavdi rajkot rajkot,dba21f53-82eb-4f6c-ba5e-ea670df0fb86
"SHIV MED.STORE NANDNVAN MAVDI-2, RAJKOT, RAJKOT",shiv med store nandnvan mavdi 2 rajkot rajkot,1993f2e2-585d-420f-a35f-3be13c23b278
"SHIV MEDIC.& GEN.STORE- KOTHARIYA, RAJKOT, RAJKOT",shiv medic gen store kothariya rajkot rajkot,045de880-21d2-4e18-a948-56afe75753c7
"SHIV MEDICAL (CT), SANROSRA, SANOSARA",shiv medical ct sanrosra sanosara,7b3bb815-815d-4f6c-b14d-e22e4a2c79b5
"SHIV MEDICAL STORE-GANDHIGRAM, RAJKOT, RAJKOT",shiv medical store gandhigram rajkot rajkot,a1f550db-092f-48b4-b9ed-01bff6b16bfc
"SHIV MEDICAL [CT] S.K., RAJKOT, RAJKOT",shiv medical ct s k rajkot rajkot,9ac21741-5bc9-4067-ba51-49542edb1045
"SHIV MEDICARE 1, RAJKOT, RAJKOT",shiv medicare 1 rajkot rajkot,a4ed26b0-e9e6-44a0-af2f-7386845176e3
"SHIV MEDICARE [CT] MAVDI, RAJKOT, RAJKOT",shiv medicare ct mavdi rajkot rajkot,f995e429-094f-46b2-8335-6ee444ea988b
"SHIV MEDICARE(MAVADI), RAJKOT, RAJKOT",shiv medicare mavadi rajkot rajkot,d6104949-ccf8-43e0-97d4-6db32c119820
"SHIV MEDICINES (UNIVERSITY ROAD) 6, RAJKOT, RAJKOT",shiv medicines university road 6 rajkot rajkot,253a49c7-f0c8-4d47-82ae-517591403559
SHIV MEDICINES UNI.RD.,shiv medicines uni rd,497788dc-e576-4f78-8ce4-af3abc3d0931
SHIV PHARMACY (NEW ROOP COMPLE,shiv pharmacy new roop comple,bbe2f925-6a19-4f33-af43-871f870b5fbe
"SHIV PHARMACY (NEW ROOP COMPLEX) 1, RAJKOT, RAJKOT",shiv pharmacy new roop complex 1 rajkot rajkot,f192879c-bc1b-4472-baf5-ef8241a8fe01
SHIV PHARMACY (VAVDI),shiv pharmacy vavdi,beac3a5b-5653-460e-a456-54806f08089c
SHIV PHARMACY (VAVDI)1264,shiv pharmacy vavdi 1264,beac3a5b-5653-460e-a456-54806f08089c
"SHIV PHARMACY [CT] VAVDI, RAJKOT, RAJKOT",shiv pharmacy ct vavdi rajkot rajkot,7d879f12-ae44-4bce-b790-e3f42aed2937
SHIV SHAKTI M ST. KEVDAWADI,shiv shakti m st kevdawadi,e62e1d57-9522-4504-b434-3852a28f44ea
"SHIV SHAKTI ME.ST. KEVDAWADI, RAJKOT, RAJKOT",shiv shakti me st kevdawadi rajkot rajkot,484f7c28-387a-4d02-93c1-ff00b40c042b
"SHIV SHAKTI MEDICAL STORE JAMKANDORNA, JAMKANDORNA",shiv shakti medical store jamkandorna jamkandorna,89fc0537-511e-4ef9-9eab-de808b69c709
"SHIV UMANG MEDICAL, RAJKOT, RAJKOT",shiv umang medical rajkot rajkot,1c7e2a0a-d5db-49bb-a185-7418c2b50998
"SHIVA PHARMACY (CT) INFINITY, RAJKOT, RAJKOT",shiva pharmacy ct infinity rajkot rajkot,4b9d5edf-55d2-4cb8-b912-e33711346709
"SHIVA PHARMACY, RAJKOT, RAJKOT",shiva pharmacy rajkot rajkot,7a015246-992f-489f-889b-c3ec84e4309e
"SHIVA PHARMACY- PURSHKARDHAM, RAJKOT, RAJKOT",shiva pharmacy purshkardham rajkot rajkot,ed06b366-bd8a-4b61-b292-b884c5fda50c
"SHIVALAY M.& G.S.pedakrod, RAJKOT, RAJKOT",shivalay m g s pedakrod rajkot rajkot,e62a1a25-71d2-4fe5-8382-c8d8beebd4ac
"SHIVALAY PHARMACY [CT] KO.ROAD, RAJKOT, RAJKOT",shivalay pharmacy ct ko road rajkot rajkot,69685338-36a8-49de-8836-e25744ce246c
"SHIVALAYA M & G STORE [CT] S.K., RAJKOT, RAJKOT",shivalaya m g store ct s k rajkot rajkot,4e40ef46-c6cd-4a91-a79d-9b6a99aa9bb6
"SHIVALIK MED STORE [DT] RAIYA, RAJKOT, RAJKOT",shivalik med store dt raiya rajkot rajkot,34f77b1a-4a50-42e3-98b4-f0799228954e
"SHIVAM CHEMIST, SHAPAR VERAVAL, SHAPAR VERAVAL",shivam chemist shapar veraval shapar veraval,7b2af1b6-a58b-4d55-87b5-5c09e9287f33
"SHIVAM CHEMIST, SHAPAR, SHAPAR",shivam chemist shapar shapar,6f5aafc5-e844-4810-819c-e21318f65295
"SHIVAM M CENTER [DT] INDIRA, RAJKOT, RAJKOT",shivam m center dt indira rajkot rajkot,31210b0f-a646-489d-a795-e12ea6898cc8
"SHIVAM M STORE [DT] SPEEDWELL, RAJKOT, RAJKOT",shivam m store dt speedwell rajkot rajkot,adf838d0-2e17-4d3c-9e54-12ff3bec904b
"SHIVAM MED.CENTER indir kalavd, RAJKOT, RAJKOT",shivam med center indir kalavd rajkot rajkot,ae45af1d-c54f-4145-819f-8cbd202bb374
SHIVAM MED.CENTRE IC,shivam med centre ic,635f6aa2-c62d-42d2-9428-1913bd062393
SHIVAM MED.CENTRE IC 395,shivam med centre ic 395,635f6aa2-c62d-42d2-9428-1913bd062393
"SHIVAM MEDI.CEN &GEN STORE, RAJKOT,",shivam medi cen gen store rajkot,9e2f9d22-ce38-4c2e-a713-e6282a699f1a
"SHIVAM MEDI.CENTER &GEN.S, RAJKOT, RAJKOT",shivam medi center gen s rajkot rajkot,b8b73323-e4df-4e85-85be-c8bb205479ff
"SHIVAM MEDICAL ( MANGALA ROAD ), RAJKOT, RAJKOT",shivam medical mangala road rajkot rajkot,0aa68a16-bf85-40d9-8492-ead2d307eff4
"SHIVAM MEDICAL (CT) SAHAKAR, RAJKOT, RAJKOT",shivam medical ct sahakar rajkot rajkot,315346dd-7e73-4317-97d3-0a25a0b23f03
"SHIVAM MEDICAL (DT) SAHAKAR, RAJKOT, RAJKOT",shivam medical dt sahakar rajkot rajkot,4800b82b-b1f2-4b1a-8ae6-e9ea75cb9998
"SHIVAM MEDICAL (DT) SAHAKR, RAJKOT, RAJKOT",shivam medical dt sahakr rajkot rajkot,90976fa5-9a4f-419d-9ca6-7f0ceab75a0b
"SHIVAM MEDICAL CENTER 6, RAJKOT, RAJKOT",shivam medical center 6 rajkot rajkot,e118836b-8320-4dd9-ba56-db4b5fd49c8a
"SHIVAM MEDICAL CENTER&GENERAL STORE(GHA), RAJKOT, ",shivam medical center general store gha rajkot,d1649d34-e84f-41c1-a281-ae5b937c1c66
SHIVAM MEDICAL MANGLA RD,shivam medical mangla rd,595cd773-dba1-496b-9237-2d01717affe1
SHIVAM MEDICAL MANGLA RD 0662,shivam medical mangla rd 0662,595cd773-dba1-496b-9237-2d01717affe1
"SHIVAM MEDICAL SAHKAR ROAD, RAJKOT, RAJKOT",shivam medical sahkar road rajkot rajkot,6c80cc40-59af-41ac-b887-0ebeea245412
"SHIVAM MEDICAL STORE ( KOTHARIYA ) 2, RAJKOT, RAJK",shivam medical store kothariya 2 rajkot rajk,ea7cf668-db8e-4c4f-9d81-32763182556d
SHIVAM MEDICAL STORE (NO PRIN,shivam medical store no prin,a4ff48d6-9fd1-4812-8af6-b36e04b05932
SHIVAM MEDICAL STORE (SPEEDWELL),shivam medical store speedwell,8aa5b3e4-ca71-4598-b5a4-ba6b02e4805b
"SHIVAM MEDICAL STORE BABRA, BABRA, BABRA",shivam medical store babra babra babra,5e7e6455-8a52-42a0-b46a-3b7a9c9c76f2
"SHIVAM MEDICAL STORE- SPEEDWELL, RAJKOT, RAJKOT",shivam medical store speedwell rajkot rajkot,0f53a2d9-c98c-435e-aa84-d027cbc58866
"SHIVAM MEDICAL [CT] M.R., RAJKOT, RAJKOT",shivam medical ct m r rajkot rajkot,55538225-03e6-4307-8faa-d2429aa1bcbe
